	21123	POS
NOT_network	6	POS
accomplish	38	POS
fortified	2	POS
basball	1	POS
collinwood	12	POS
caldwell	2	POS
scrupulous	2	POS
reinvents	3	POS
shoddy	11	POS
segmented	1	POS
NOT_virginia	2	POS
carlin	9	POS
NOT_80s	10	POS
NOT_breaking	2	POS
hedonism	1	POS
outgrow	2	POS
tesc	1	POS
NOT_symbols	2	POS
plum	7	POS
ongoingness	1	POS
maschera	1	POS
stroheim	5	POS
kurylenko	2	POS
unacceptably	1	POS
bucket	17	POS
afloat	8	POS
sidelined	2	POS
occurred	58	POS
astray	4	POS
strictures	1	POS
retired	55	POS
retiree	1	POS
eddington	1	POS
delinquent	5	POS
NOT_unsatisfying	1	POS
NOT_encapsulated	1	POS
bankrupted	3	POS
pandia	2	POS
retires	2	POS
nipper	2	POS
sidelines	3	POS
skinhead	1	POS
unacceptable	8	POS
brick	19	POS
NOT_kathryn	1	POS
ethnocentric	1	POS
bozos	1	POS
militant	7	POS
NOT_plumbing	1	POS
produer	1	POS
condescending	7	POS
brice	4	POS
steuerman	1	POS
fehmiu	2	POS
deaths	71	POS
plight	59	POS
ostracized	2	POS
overlooked	95	POS
thuggie	3	POS
discards	2	POS
ryna	1	POS
workload	3	POS
villedo	1	POS
medieval	28	POS
inconsolable	2	POS
poofters	1	POS
NOT_stays	4	POS
incidentals	1	POS
chapel	1	POS
wipe	11	POS
NOT_enlighten	1	POS
shinji	5	POS
NOT_pt	1	POS
leonida	1	POS
worthless	18	POS
deranged	37	POS
villainies	1	POS
acme	4	POS
ibanez	3	POS
NOT_area	4	POS
teck	4	POS
tech	40	POS
jays	2	POS
NOT_vikings	1	POS
kawachi	1	POS
bookworm	3	POS
NOT_haired	1	POS
jaye	1	POS
NOT_winger	2	POS
NOT_recapturing	1	POS
gofer	1	POS
emphasising	1	POS
NOT_cookie	1	POS
zippier	1	POS
NOT_applegate	1	POS
styling	6	POS
patriot	16	POS
NOT_gripping	9	POS
minoan	1	POS
nervosa	1	POS
isham	2	POS
negating	3	POS
168	1	POS
blaming	6	POS
thunderdome	1	POS
rosalyn	1	POS
NOT_andre	1	POS
160	2	POS
161	2	POS
nabs	1	POS
myspace	5	POS
heyman	4	POS
visits	58	POS
vitriol	1	POS
babtise	1	POS
knucklehead	1	POS
blockade	4	POS
watering	7	POS
hedley	1	POS
radicals	1	POS
rivaled	3	POS
training	116	POS
documentation	6	POS
13th	20	POS
clowning	3	POS
scarcity	4	POS
lands	40	POS
viju	1	POS
megawatt	1	POS
NOT_frequent	2	POS
poised	4	POS
manji	1	POS
NOT_escalates	1	POS
purpose	162	POS
popularising	1	POS
landa	4	POS
nascar	5	POS
holes	121	POS
tricking	4	POS
desaturated	2	POS
lando	18	POS
titains	1	POS
paisley	1	POS
NOT_produce	9	POS
thomp	1	POS
impossibility	7	POS
sweethearts	8	POS
affluent	20	POS
NOT_product	8	POS
NOT_impostor	1	POS
bowel	2	POS
handfuls	1	POS
facile	6	POS
patriarch	18	POS
bowed	4	POS
butchers	2	POS
recombining	1	POS
pondering	10	POS
asshole	3	POS
web	65	POS
wee	26	POS
wed	10	POS
wisely	34	POS
wei	17	POS
NOT_phenomenal	2	POS
wolf	38	POS
assured	45	POS
wen	4	POS
stress	48	POS
NOT_flabbergasted	1	POS
wes	59	POS
wet	42	POS
fontainey	1	POS
gifford	3	POS
afganistan	2	POS
assures	3	POS
spanishness	1	POS
NOT_hooker	1	POS
1993	32	POS
1992	25	POS
1991	38	POS
1990	71	POS
1997	43	POS
1996	71	POS
1995	49	POS
1994	39	POS
denouncing	2	POS
1999	50	POS
1998	28	POS
burliest	1	POS
remarked	12	POS
fiji	1	POS
members	296	POS
flicker	7	POS
slashings	1	POS
NOT_ideology	1	POS
partido	1	POS
shaolin	24	POS
radioraptus	1	POS
klavan	2	POS
actionmovie	1	POS
nfny40	1	POS
NOT_sisters	5	POS
poms	4	POS
pomp	5	POS
cinematographic	20	POS
pharmacology	1	POS
tsang	4	POS
bizet	9	POS
twop	1	POS
vapours	1	POS
twos	2	POS
goldie	15	POS
NOT_hammered	1	POS
NOT_personification	1	POS
NOT_raging	2	POS
vanguard	3	POS
derriere	1	POS
dickinsons	1	POS
preface	2	POS
weihenmayer	2	POS
NOT_ayre	1	POS
luminescent	4	POS
slurping	2	POS
parador	15	POS
NOT_tieh	1	POS
skyrocket	2	POS
NOT_spider	3	POS
varma	1	POS
chicanery	3	POS
torturro	1	POS
NOT_morals	2	POS
hoops	1	POS
NOT_deerhunter	1	POS
gpa	1	POS
boldly	10	POS
NOT_location	5	POS
NOT_santa	3	POS
jackie	179	POS
ricki	1	POS
NOT_credited	3	POS
ooout	1	POS
stratten	6	POS
unhellish	1	POS
uneventful	5	POS
reimburse	1	POS
ricky	40	POS
NOT_surfing	4	POS
refugees	13	POS
karadagli	1	POS
harvet	1	POS
leukemia	5	POS
discern	7	POS
indignantly	1	POS
collectively	11	POS
homemade	6	POS
missing	259	POS
NOT_mediocre	1	POS
douglass	7	POS
)	18218	POS
outraged	9	POS
cruncher	1	POS
crunches	1	POS
shyness	2	POS
descovered	1	POS
NOT_tassi	1	POS
dugan	6	POS
floundering	5	POS
chaos	61	POS
rubbish	47	POS
hereby	2	POS
clandestinely	1	POS
abstains	1	POS
bishop	14	POS
schwarzenegger	18	POS
weinberg	4	POS
americanize	1	POS
bombadil	1	POS
NOT_chords	1	POS
enraptured	4	POS
NOT_gazes	1	POS
dieting	1	POS
capomezza	3	POS
NOT_wondered	1	POS
aunties	2	POS
slaughterhouse	5	POS
drews	3	POS
arquette	5	POS
NOT_grief	2	POS
benatatos	1	POS
heatbreaking	1	POS
delighting	2	POS
NOT_noncommercial	1	POS
kallio	6	POS
cadfile	1	POS
queens	27	POS
NOT_exquisite	1	POS
herzegovina	2	POS
dousing	1	POS
varney	2	POS
upsurge	1	POS
peacemaker	2	POS
NOT_faith	8	POS
upsetting	16	POS
bartel	11	POS
NOT_ff	1	POS
NOT_revolution	3	POS
NOT_fi	7	POS
conan	33	POS
retitled	4	POS
NOT_badge	1	POS
portrayed	320	POS
sanna	2	POS
NOT_command	1	POS
NOT_fu	5	POS
NOT_atrociously	1	POS
wracked	3	POS
NOT_carelessness	1	POS
broadly	8	POS
helmsmen	1	POS
NOT_distributor	5	POS
flatlands	1	POS
hugely	39	POS
amassing	1	POS
NOT_sentimentalise	1	POS
familiarness	1	POS
NOT_choose	9	POS
background	316	POS
characterless	2	POS
smirk	6	POS
height	45	POS
katja	7	POS
contractions	2	POS
sharples	1	POS
costell	1	POS
daumier	1	POS
simuladores	1	POS
NOT_romantick	1	POS
NOT_definition	2	POS
gh1215	5	POS
NOT_butterflies	1	POS
arguebly	1	POS
deulling	1	POS
NOT_fellow	11	POS
fisheris	1	POS
unstrained	1	POS
bathroom	54	POS
disloyal	1	POS
gnashes	1	POS
shall	78	POS
NOT_reynolds	1	POS
dookie	1	POS
NOT_animal	7	POS
hieroglyphs	1	POS
NOT_gross	3	POS
NOT_kill	33	POS
dubs	6	POS
newly	57	POS
boston	46	POS
japnanese	1	POS
canutt	5	POS
zimmer	9	POS
unoutstanding	1	POS
kickass	1	POS
thoughtfulness	6	POS
sappy	39	POS
skewers	4	POS
prospered	2	POS
gloves	8	POS
glover	103	POS
carnaevon	1	POS
NOT_druggies	1	POS
NOT_animations	2	POS
lippmann	1	POS
minister	46	POS
ehh	1	POS
flatness	2	POS
burial	20	POS
wrists	1	POS
benefited	13	POS
uplifted	3	POS
sliders	1	POS
ammmmm	1	POS
bogosian	4	POS
timber	1	POS
urbanscapes	1	POS
demarco	1	POS
haifa	1	POS
hessling	3	POS
loos	5	POS
NOT_conceivably	1	POS
spiritually	7	POS
blanzee	1	POS
mightily	5	POS
smalltown	3	POS
NOT_strangers	2	POS
foibles	9	POS
continuation	12	POS
plainly	9	POS
pinochets	1	POS
outlawed	3	POS
jammer	2	POS
experiment	61	POS
stephinie	1	POS
expenditures	1	POS
prevents	9	POS
NOT_pudding	1	POS
bobiddi	1	POS
pulcherie	1	POS
NOT_beetles	1	POS
brigadoon	1	POS
seldomly	1	POS
NOT_unfailing	1	POS
jammed	4	POS
NOT_acres	1	POS
impractical	3	POS
latches	4	POS
scatterbrained	1	POS
ˆ	1	POS
immaterial	3	POS
stocked	3	POS
NOT_eighties	3	POS
sugarman	1	POS
NOT_neglected	2	POS
finnish	19	POS
NOT_spatially	1	POS
xmen	1	POS
amazonians	1	POS
NOT_ensconced	1	POS
kishikawa	1	POS
hairband	1	POS
ladty	1	POS
old	2217	POS
ole	7	POS
NOT_athens	1	POS
NOT_necropolis	1	POS
ola	2	POS
failproof	1	POS
NOT_torn	2	POS
NOT_revere	1	POS
staffer	1	POS
NOT_toru	1	POS
withdrawal	3	POS
genies	5	POS
deducts	1	POS
NOT_people	330	POS
NOT_restate	1	POS
kennedy	76	POS
flocked	4	POS
xia	1	POS
chopper	4	POS
bags	12	POS
testators	1	POS
monsoon	2	POS
NOT_starbuck	1	POS
NOT_beautiful	45	POS
yappy	1	POS
chopped	11	POS
flagging	3	POS
rebelliousness	1	POS
triplets	3	POS
dumps	16	POS
leveler	1	POS
newest	16	POS
dumpy	4	POS
greener	4	POS
klypa	1	POS
distasteful	3	POS
impressionists	1	POS
loon	1	POS
flyers	1	POS
feat	44	POS
fear	273	POS
grange	2	POS
reputedly	1	POS
metals	1	POS
griffin	10	POS
nothing	1260	POS
continuations	1	POS
sergi	1	POS
NOT_cousins	2	POS
provisional	1	POS
hysterical	63	POS
surrendering	4	POS
acception	1	POS
NOT_contender	1	POS
NOT_roundhouse	1	POS
yesterdays	3	POS
thrower	1	POS
NOT_bonding	1	POS
scavenging	2	POS
NOT_destination	5	POS
healed	5	POS
NOT_tally	1	POS
erected	9	POS
ethic	6	POS
clunker	2	POS
stitchin	1	POS
exciter	1	POS
lusitania	3	POS
jarol	1	POS
healer	6	POS
sabrian	1	POS
healey	6	POS
magician	40	POS
nickelodeon	8	POS
excited	88	POS
christiany	1	POS
travels	64	POS
crunch	2	POS
grimly	3	POS
bigoted	5	POS
allergic	2	POS
potted	1	POS
NOT_auspicious	2	POS
indian	217	POS
NOT_11th	3	POS
potosi	1	POS
basically	327	POS
highway	32	POS
potter	39	POS
monikers	1	POS
cute	287	POS
conveyor	3	POS
remmi	1	POS
condescended	1	POS
margarete	5	POS
enriching	2	POS
nard	1	POS
taste	195	POS
ballistic	2	POS
repress	2	POS
chesty	1	POS
adair	1	POS
benkai	1	POS
meecy	2	POS
cobain	1	POS
moodiness	11	POS
oozed	2	POS
trumpeter	2	POS
NOT_kidman	4	POS
NOT_greenwich	1	POS
shakesperean	1	POS
locating	5	POS
trevyn	1	POS
pasar	1	POS
proscribed	1	POS
visions	38	POS
NOT_reality	50	POS
NOT_darcy	1	POS
condescend	1	POS
NOT_lured	1	POS
NOT_silent	7	POS
pronouncement	1	POS
windmills	1	POS
improbabilities	4	POS
jarome	1	POS
defamation	1	POS
devote	5	POS
pluckin	1	POS
farewell	23	POS
complaisance	1	POS
misting	1	POS
mannered	21	POS
russo	35	POS
NOT_highs	1	POS
NOT_veiled	1	POS
streetlights	2	POS
maintenance	1	POS
everlastingly	1	POS
resides	11	POS
drive	193	POS
titian	1	POS
krowned	1	POS
stepmotherhood	2	POS
aspirated	1	POS
exelence	1	POS
kuei	2	POS
laine	14	POS
confines	25	POS
shiploads	1	POS
baptism	4	POS
waste	65	POS
baptist	4	POS
barone	1	POS
renuka	2	POS
handguns	1	POS
everyone	1074	POS
obtains	3	POS
someome	1	POS
reggie	2	POS
598947	1	POS
absorbent	1	POS
professes	3	POS
unrestrained	9	POS
gallipoli	2	POS
opulently	1	POS
disbelieve	1	POS
lilian	1	POS
professed	2	POS
volcanic	2	POS
NOT_justin	4	POS
sequels	73	POS
sorrowful	4	POS
coffeehouse	1	POS
licking	3	POS
maids	5	POS
NOT_traditions	1	POS
iceberg	17	POS
hobson	18	POS
boeing	2	POS
oly	1	POS
trademark	44	POS
turvy	2	POS
pronouncements	2	POS
procession	3	POS
textural	1	POS
NOT_pointed	5	POS
NOT_someone	63	POS
NOT_chan	15	POS
headmasters	1	POS
vallon	2	POS
romanticized	15	POS
followable	2	POS
lha	1	POS
dien	2	POS
inpromptu	1	POS
charater	1	POS
beans	10	POS
softshoe	1	POS
died	265	POS
villians	8	POS
voluptuous	11	POS
porthos	1	POS
beane	1	POS
voluntary	1	POS
oppressing	2	POS
diet	12	POS
hino	1	POS
beano	4	POS
embezzling	3	POS
dies	162	POS
registered	9	POS
electrifying	18	POS
expands	6	POS
sadomasochistic	2	POS
socialized	1	POS
biopics	10	POS
soppiness	1	POS
napoli	2	POS
sarcastic	28	POS
mesmerized	15	POS
NOT_intertitles	1	POS
igor	6	POS
gjon	1	POS
worms	37	POS
cassevetes	3	POS
jolly	16	POS
farcical	12	POS
closed	51	POS
butterflies	12	POS
hegalhuzen	1	POS
quantrell	1	POS
dreary	20	POS
consumed	22	POS
NOT_expects	2	POS
fondling	3	POS
closet	49	POS
breakdancing	10	POS
NOT_explained	17	POS
saruman	3	POS
malcom	1	POS
closer	121	POS
closes	15	POS
reincarnation	14	POS
consumes	4	POS
embarks	19	POS
effette	1	POS
heston	73	POS
deanesque	1	POS
ramifications	6	POS
ekland	1	POS
sneakiness	2	POS
beethovens	1	POS
landlords	4	POS
implausibilities	1	POS
sketchily	1	POS
kliches	1	POS
NOT_moritz	1	POS
cents	22	POS
aviator	1	POS
NOT_expectations	18	POS
tatanka	3	POS
skunk	2	POS
complexes	2	POS
dares	21	POS
bicycling	1	POS
NOT_prevents	1	POS
chaplin	76	POS
beatniks	3	POS
pocket	32	POS
reformatted	2	POS
NOT_li	2	POS
NOT_movements	2	POS
stomp	6	POS
bilingual	2	POS
raymond	66	POS
demonstrable	1	POS
decapitations	2	POS
NOT_unfold	1	POS
overreliance	1	POS
merciless	15	POS
moulds	2	POS
divx	2	POS
ambiguous	48	POS
dive	14	POS
scrutiny	6	POS
testy	1	POS
diva	17	POS
craftsman	7	POS
NOT_homeworld	1	POS
NOT_deliberately	1	POS
requires	67	POS
compliments	19	POS
milverton	24	POS
baseball	143	POS
southpark	1	POS
bubblingly	1	POS
typecasted	1	POS
fyodor	1	POS
arigatou	1	POS
wayans	1	POS
must	1706	POS
unsentimentally	1	POS
mush	5	POS
sections	23	POS
wharfs	2	POS
yoshinaga	5	POS
musa	2	POS
drippingly	1	POS
wayland	3	POS
muse	12	POS
NOT_strictly	6	POS
mccann	3	POS
naysay	1	POS
ventura	16	POS
extracurricular	1	POS
venture	34	POS
resident	43	POS
NOT_pleasure	6	POS
shanao	4	POS
NOT_wwe	1	POS
krystal	1	POS
NOT_henri	1	POS
ankylosaurus	1	POS
scaffoldings	1	POS
lambert	19	POS
joesph	1	POS
dawson	83	POS
NOT_embarrass	2	POS
willingly	20	POS
wanky	1	POS
NOT_fullest	1	POS
NOT_carefully	4	POS
kapture	3	POS
NOT_shortfall	1	POS
NOT_explorers	1	POS
dispense	4	POS
celine	32	POS
mussed	1	POS
goading	1	POS
mosquito	2	POS
secondus	1	POS
NOT_decadence	1	POS
slightest	21	POS
disbelieving	1	POS
NOT_fair	15	POS
terrificly	1	POS
musset	1	POS
collie	5	POS
unsavoury	5	POS
chamberlin	1	POS
swaztika	1	POS
befalls	4	POS
hmmmmmmmmmmmm	1	POS
routed	1	POS
NOT_litle	1	POS
austens	1	POS
NOT_randoph	1	POS
jacquelyn	1	POS
beauregard	1	POS
biohazard	1	POS
earnings	5	POS
NOT_competitor	1	POS
tarnish	2	POS
price	168	POS
totalitarianism	1	POS
scum	13	POS
motorcycles	3	POS
fulfilled	15	POS
unemployed	18	POS
NOT_busby	2	POS
NOT_shah	1	POS
durfee	1	POS
rear	33	POS
reap	4	POS
8mm	9	POS
understanding	163	POS
reah	1	POS
NOT_calls	4	POS
real	2408	POS
dedications	1	POS
dreamscape	2	POS
NOT_shaw	1	POS
read	748	POS
foolproof	3	POS
sugarcoating	1	POS
NOT_afternoons	1	POS
NOT_alienation	2	POS
ali	9	POS
moviefreak	1	POS
sheltered	6	POS
interiors	16	POS
weave	14	POS
saber	14	POS
acutely	6	POS
NOT_firsthand	1	POS
nardini	1	POS
NOT_cues	1	POS
NOT_stanwyck	3	POS
denny	14	POS
proceedings	59	POS
campaigning	3	POS
kafka	4	POS
truisms	1	POS
hestons	1	POS
glimmer	10	POS
leaderships	1	POS
NOT_get	722	POS
klebb	2	POS
resurrect	7	POS
divergences	1	POS
dearest	3	POS
cineastes	2	POS
monarchs	4	POS
norrland	2	POS
auroras	1	POS
devise	10	POS
nt	15	POS
nanook	1	POS
NOT_anthem	1	POS
NOT_stolen	1	POS
kleist	3	POS
ute	1	POS
unwelcomed	1	POS
NOT_reservoir	1	POS
monster	202	POS
waqt	20	POS
twaddle	1	POS
honours	5	POS
nhk	2	POS
gambles	2	POS
gambler	14	POS
NOT_pianists	1	POS
hopper	59	POS
NOT_join	7	POS
superstar	20	POS
NOT_object	3	POS
cherryred	1	POS
unresolved	7	POS
reintroduced	1	POS
tawdry	5	POS
wisbech	1	POS
ballantrae	1	POS
reinforcing	3	POS
glows	9	POS
lady	444	POS
generification	1	POS
NOT_facts	10	POS
manticores	1	POS
lads	10	POS
eddie	197	POS
NOT_addressing	2	POS
paperhouse	27	POS
firing	35	POS
NOT_alluded	1	POS
registration	6	POS
ladd	3	POS
disheartening	1	POS
flaying	3	POS
lada	1	POS
nibelungenlied	3	POS
recommendable	6	POS
prollific	1	POS
ravine	2	POS
NOT_tolerance	1	POS
connerey	1	POS
NOT_tommy	1	POS
unintrusive	2	POS
NOT_stumbled	2	POS
NOT_dick	4	POS
bias	26	POS
evanescent	3	POS
bian	2	POS
biao	4	POS
unenviable	2	POS
infirmed	1	POS
scape	4	POS
harrold	4	POS
mastery	21	POS
distantiation	1	POS
NOT_experiences	3	POS
stepmother	31	POS
masters	49	POS
NOT_beforehand	3	POS
blush	3	POS
rushing	14	POS
NOT_restrict	1	POS
cornwell	1	POS
spinner	1	POS
NOT_experienced	7	POS
intercutting	3	POS
NOT_stratten	1	POS
befouling	1	POS
wmd	2	POS
paramours	1	POS
NOT_disastrously	1	POS
annoyances	4	POS
puce	1	POS
capos	1	POS
NOT_trivialize	1	POS
yorick	2	POS
avoids	33	POS
puck	1	POS
slotnick	1	POS
deewaar	3	POS
underappreciated	6	POS
NOT_hyperactive	1	POS
NOT_jared	1	POS
narna	1	POS
haji	1	POS
spinsterish	1	POS
spicier	1	POS
rayvyn	1	POS
pruning	2	POS
silverstein	9	POS
NOT_imaginable	2	POS
samhain	14	POS
NOT_central	15	POS
unveiling	3	POS
converted	22	POS
neuromancer	1	POS
perrier	1	POS
antigone	2	POS
reggae	1	POS
pieces	217	POS
movietheatre	1	POS
itis	1	POS
tampered	2	POS
NOT_engaged	4	POS
newscasters	2	POS
amanda	53	POS
NOT_insomnia	1	POS
mastrionani	1	POS
subordination	1	POS
divorce	63	POS
ouverte	1	POS
comparrison	1	POS
morton	14	POS
NOT_sport	6	POS
tomlinson	27	POS
NOT_absurd	4	POS
NOT_drums	1	POS
synthesized	1	POS
bailey	10	POS
reisert	6	POS
numerous	135	POS
converse	4	POS
negativistic	1	POS
boesman	8	POS
shifts	29	POS
aymler	1	POS
supermarkets	1	POS
bailed	3	POS
NOT_caron	1	POS
shifty	6	POS
NOT_carol	4	POS
filmgoers	4	POS
integrates	4	POS
egomania	2	POS
parallelisms	1	POS
siberian	6	POS
NOT_increasingly	1	POS
doctoral	3	POS
durring	2	POS
NOT_ravaged	1	POS
bahal	1	POS
script	923	POS
NOT_victorian	2	POS
NOT_abc	2	POS
toddler	12	POS
integrated	21	POS
livelier	3	POS
steroids	2	POS
restrictive	10	POS
consonant	1	POS
NOT_assignments	1	POS
popistasu	2	POS
unfortunate	98	POS
plesantly	1	POS
saintliness	1	POS
pedant	1	POS
ornament	2	POS
huntsbery	1	POS
aerial	14	POS
embezzles	1	POS
ramos	1	POS
entire	562	POS
reluctant	46	POS
hawdon	1	POS
natyam	1	POS
NOT_mess	11	POS
barnaby	3	POS
hooverville	3	POS
NOT_inform	4	POS
centric	1	POS
sierck	2	POS
daoist	2	POS
masterworks	3	POS
awakeningly	1	POS
NOT_familiarity	1	POS
NOT_noticing	1	POS
bernhard	9	POS
edges	32	POS
NOT_interview	1	POS
consummates	1	POS
NOT_swearing	5	POS
NOT_mesh	1	POS
spiced	6	POS
arranging	4	POS
rudely	4	POS
cratchit	14	POS
execs	6	POS
NOT_ample	2	POS
burgendy	1	POS
NOT_concentration	1	POS
matador	22	POS
NOT_anthony	3	POS
aqua	3	POS
inseparability	1	POS
dangan	1	POS
panning	6	POS
coservationist	1	POS
englanders	1	POS
NOT_no	104	POS
grandson	17	POS
puritanical	4	POS
NOT_amply	1	POS
NOT_nc	1	POS
satired	1	POS
especial	4	POS
sabato	3	POS
besotted	8	POS
deriving	2	POS
furnished	5	POS
prevail	6	POS
frightfully	7	POS
NOT_edwige	1	POS
NOT_tragic	7	POS
shopgirl	2	POS
furnishes	1	POS
detrimental	3	POS
NOT_clench	1	POS
pour	13	POS
NOT_staunch	1	POS
cuarn	1	POS
earnest	26	POS
installments	11	POS
dickory	7	POS
amusingly	15	POS
unwillingness	10	POS
NOT_cunningly	1	POS
cecilia	15	POS
NOT_crossed	4	POS
NOT_digress	1	POS
kentucky	16	POS
alps	2	POS
natali	45	POS
NOT_nam	1	POS
arabic	10	POS
ladin	1	POS
arabia	5	POS
fervor	6	POS
applications	2	POS
subtitle	6	POS
ebeneezer	2	POS
streptomycin	1	POS
NOT_harder	4	POS
browna	1	POS
hanfstaengl	1	POS
shocks	29	POS
dessin	1	POS
fascism	19	POS
bats	14	POS
alyce	3	POS
artilleryman	1	POS
NOT_florida	2	POS
bath	51	POS
throngs	5	POS
kali	19	POS
bate	1	POS
NOT_mcmurphy	1	POS
fascist	31	POS
tugging	3	POS
catherine	64	POS
contested	4	POS
1880s	3	POS
NOT_wheelchair	1	POS
voluntarily	1	POS
grainy	30	POS
royals	3	POS
whimpering	3	POS
NOT_upset	12	POS
untranslated	1	POS
nebulas	1	POS
ungodly	2	POS
NOT_ritchie	1	POS
troubling	10	POS
esqe	1	POS
heartening	3	POS
royale	9	POS
NOT_amiss	1	POS
overriding	6	POS
NOT_bettie	4	POS
leire	4	POS
homoerotic	7	POS
phiiistine	1	POS
NOT_excel	2	POS
circling	7	POS
rothrock	5	POS
7ft	1	POS
armistead	5	POS
cincinnati	2	POS
comandante	1	POS
trilogies	4	POS
alpo	1	POS
darcy	4	POS
generals	9	POS
NOT_literary	1	POS
invariable	1	POS
NOT_fables	1	POS
shady	25	POS
reassurance	4	POS
slapping	9	POS
moshing	1	POS
oversimplifying	1	POS
NOT_wedding	12	POS
NOT_sliced	2	POS
forearm	2	POS
gradualism	1	POS
NOT_fabled	1	POS
NOT_often	102	POS
serra	2	POS
shade	11	POS
emphysema	1	POS
microfiche	4	POS
maclaughlin	2	POS
invariably	14	POS
meudon	1	POS
tells	542	POS
indulged	6	POS
plausibility	12	POS
poignant	123	POS
heated	14	POS
frawley	9	POS
servents	1	POS
NOT_ones	56	POS
NOT_unfair	2	POS
unambiguous	1	POS
brakeman	1	POS
espace	1	POS
NOT_sends	2	POS
jocks	7	POS
rationalization	3	POS
NOT_stallion	1	POS
tehrani	1	POS
orientations	1	POS
antwerp	9	POS
NOT_gene	6	POS
biologist	1	POS
empty	92	POS
trattoria	1	POS
wilton	6	POS
NOT_suspecting	1	POS
intermediary	1	POS
foremost	31	POS
NOT_social	24	POS
decry	2	POS
prospect	13	POS
illustrative	1	POS
NOT_converted	1	POS
sources	19	POS
NOT_stavros	1	POS
NOT_leigh	1	POS
commercialism	3	POS
declassified	1	POS
pirovitch	5	POS
knighthood	2	POS
NOT_hills	1	POS
courius	1	POS
NOT_archaic	2	POS
NOT_level	39	POS
serges	1	POS
commiserated	1	POS
NOT_mccartney	1	POS
quade	2	POS
crumpet	2	POS
mentions	30	POS
thereof	14	POS
blu	11	POS
sumptuousness	1	POS
NOT_visible	6	POS
mcinnery	1	POS
NOT_suicune	1	POS
editorial	4	POS
aphoristic	1	POS
graciously	1	POS
afrikanerdom	1	POS
entwine	1	POS
staten	2	POS
degraded	6	POS
synthesizes	2	POS
stated	60	POS
sentimentalising	1	POS
longstreet	3	POS
tutsi	1	POS
roosevelt	14	POS
alte	1	POS
NOT_yesterday	2	POS
wuhl	8	POS
exceedingly	16	POS
amphlett	1	POS
zine	1	POS
banished	4	POS
states	179	POS
hearst	7	POS
madder	2	POS
belen	1	POS
closets	3	POS
strode	12	POS
untouched	10	POS
begin	267	POS
NOT_bash	6	POS
NOT_transformations	2	POS
NOT_salary	1	POS
otomo	1	POS
brasileiro	1	POS
hiker	3	POS
fretting	3	POS
waner	1	POS
postwar	15	POS
norse	2	POS
neighborrhood	1	POS
rubble	15	POS
imaginations	18	POS
NOT_shape	6	POS
quellen	1	POS
norsk	3	POS
pcm	1	POS
realm	44	POS
pcp	1	POS
lyndsay	1	POS
nina	53	POS
ning	2	POS
NOT_direct	16	POS
nine	100	POS
nacio	1	POS
realy	3	POS
slimy	47	POS
coloration	1	POS
wilfrid	2	POS
elina	4	POS
recitation	2	POS
multilayered	1	POS
inhumane	5	POS
cannibalize	1	POS
NOT_wedlock	1	POS
governing	3	POS
lathe	1	POS
fighter	45	POS
konrack	1	POS
NOT_elaborate	4	POS
NOT_pressing	1	POS
shaman	3	POS
accompaniment	6	POS
colubian	1	POS
marriages	19	POS
NOT_specified	3	POS
larry	94	POS
considered	245	POS
brink	18	POS
boyle	48	POS
diedrich	1	POS
bailsman	1	POS
coward	14	POS
targeted	23	POS
NOT_production	30	POS
fremantle	2	POS
divulging	1	POS
overhead	18	POS
despairing	6	POS
paired	18	POS
NOT_sickness	1	POS
onboard	1	POS
litmus	1	POS
leben	1	POS
NOT_degrade	1	POS
NOT_250	5	POS
thank	244	POS
NOT_steering	1	POS
NOT_43	2	POS
NOT_40	8	POS
incipient	1	POS
seasickness	1	POS
NOT_cable	9	POS
NOT_walter	1	POS
thanx	1	POS
right	1545	POS
NOT_decades	8	POS
enterprises	1	POS
venezuela	29	POS
fluidly	1	POS
ian	73	POS
iam	1	POS
striding	3	POS
babysitting	11	POS
rockaroll	1	POS
denigrate	1	POS
dissabordinate	1	POS
lockett	2	POS
nation	117	POS
testimonial	1	POS
NOT_surrounded	1	POS
denigrati	1	POS
endangering	2	POS
immortally	1	POS
malay	1	POS
briny	5	POS
NOT_operas	2	POS
hathaway	3	POS
imrie	4	POS
horseman	2	POS
mirth	2	POS
NOT_altered	4	POS
dasilva	3	POS
NOT_lanza	1	POS
yomada	1	POS
shakespearean	18	POS
felinni	1	POS
witchie	1	POS
hayward	16	POS
NOT_stardust	4	POS
disorienting	4	POS
conchatta	2	POS
NOT_trespassing	2	POS
feasible	2	POS
NOT_fishing	2	POS
foreheads	1	POS
carrying	80	POS
spredakos	1	POS
quebec	10	POS
NOT_bothers	1	POS
parasol	1	POS
NOT_rusty	1	POS
stubbornness	4	POS
NOT_lament	1	POS
moviemanmenzel	1	POS
cadavra	1	POS
NOT_deran	1	POS
NOT_silver	5	POS
preacherman	4	POS
deerfield	1	POS
streetfight	2	POS
disobeys	3	POS
NOT_breakdown	3	POS
handymen	1	POS
despotic	4	POS
renounced	1	POS
miami	28	POS
tijuco	2	POS
timonn	1	POS
picturised	2	POS
vampiress	6	POS
micael	1	POS
castlebeck	1	POS
timone	9	POS
elder	21	POS
NOT_deserving	3	POS
creepiest	15	POS
passion	179	POS
paddles	1	POS
intonations	4	POS
worldly	17	POS
bisset	3	POS
rte	1	POS
peace	127	POS
canary	5	POS
NOT_urban	9	POS
nielsen	27	POS
